v1	V(vbb)	V(vcc)	I(V1)	I(V2)	Ib(Q1)	Ic(Q1)	Ie(Q1)
-4.189999999999997e-01	-4.190000e-01	-3.000000e+00	1.694901e-09	3.604382e-07	-1.694901e-09	-3.604382e-07	3.621331e-07
-4.179999999999997e-01	-4.180000e-01	-3.000000e+00	1.631267e-09	3.467981e-07	-1.631267e-09	-3.467981e-07	3.484294e-07
-4.169999999999997e-01	-4.170000e-01	-3.000000e+00	1.570008e-09	3.336742e-07	-1.570008e-09	-3.336742e-07	3.352442e-07
-4.159999999999997e-01	-4.160000e-01	-3.000000e+00	1.511033e-09	3.210470e-07	-1.511033e-09	-3.210470e-07	3.225580e-07
-4.149999999999997e-01	-4.150000e-01	-3.000000e+00	1.454257e-09	3.088977e-07	-1.454257e-09	-3.088977e-07	3.103519e-07
-4.139999999999997e-01	-4.140000e-01	-3.000000e+00	1.399598e-09	2.972081e-07	-1.399598e-09	-2.972081e-07	2.986077e-07
-4.129999999999997e-01	-4.130000e-01	-3.000000e+00	1.346975e-09	2.859611e-07	-1.346975e-09	-2.859611e-07	2.873080e-07
-4.119999999999997e-01	-4.120000e-01	-3.000000e+00	1.296311e-09	2.751397e-07	-1.296311e-09	-2.751397e-07	2.764360e-07
-4.109999999999997e-01	-4.110000e-01	-3.000000e+00	1.247535e-09	2.647278e-07	-1.247535e-09	-2.647278e-07	2.659753e-07
-4.099999999999997e-01	-4.100000e-01	-3.000000e+00	1.200573e-09	2.547100e-07	-1.200573e-09	-2.547100e-07	2.559106e-07
-4.089999999999997e-01	-4.090000e-01	-3.000000e+00	1.155359e-09	2.450713e-07	-1.155359e-09	-2.450713e-07	2.462267e-07
-4.079999999999997e-01	-4.080000e-01	-3.000000e+00	1.111827e-09	2.357975e-07	-1.111827e-09	-2.357975e-07	2.369093e-07
-4.069999999999997e-01	-4.070000e-01	-3.000000e+00	1.069913e-09	2.268746e-07	-1.069913e-09	-2.268746e-07	2.279445e-07
-4.059999999999997e-01	-4.060000e-01	-3.000000e+00	1.029557e-09	2.182894e-07	-1.029557e-09	-2.182894e-07	2.193190e-07
-4.049999999999997e-01	-4.050000e-01	-3.000000e+00	9.907006e-10	2.100292e-07	-9.907006e-10	-2.100292e-07	2.110199e-07
-4.039999999999997e-01	-4.040000e-01	-3.000000e+00	9.532870e-10	2.020816e-07	-9.532871e-10	-2.020816e-07	2.030348e-07
-4.029999999999997e-01	-4.030000e-01	-3.000000e+00	9.172623e-10	1.944347e-07	-9.172623e-10	-1.944347e-07	1.953520e-07
-4.019999999999997e-01	-4.020000e-01	-3.000000e+00	8.825745e-10	1.870773e-07	-8.825745e-10	-1.870773e-07	1.879599e-07
-4.009999999999997e-01	-4.010000e-01	-3.000000e+00	8.491732e-10	1.799983e-07	-8.491732e-10	-1.799983e-07	1.808475e-07
-4.000000000000000e-01	-4.000000e-01	-3.000000e+00	8.170103e-10	1.731873e-07	-8.170103e-10	-1.731873e-07	1.740043e-07
